189	list.n.01
190	linear_unit.n.01
191	leader.n.01
192	asia.n.01
193	animal_disease.n.01
194	african_country.n.01
195	achromatic.a.01
196	walk.v.01
197	state.n.01
198	pope.n.01
199	medicine.n.01
200	insect.n.01
201	day.n.03
202	china.n.01
203	colored.a.01
204	saint.n.01
205	reptile_family.n.01
206	process.n.05
207	mollusk_genus.n.01
208	mechanical_device.n.01
209	hit.v.01
210	enzyme.n.01
211	decorate.v.01
212	artifact.n.01
213	sea.n.01
214	russia.n.04
215	paper.n.01
216	mexico.n.01
217	happening.n.01
218	talk.v.02
219	rank.n.02
220	protoctist_genus.n.01
221	property.n.02
222	president_of_the_united_states.n.01
223	politician.n.02
224	inventor.n.01
225	india.n.01
226	handle.n.01
227	framework.n.03
228	expert.n.01
229	doctor.n.01
230	district.n.01
231	trait.n.01
232	statement.n.01
233	shoe.n.01
234	patterned.a.01
235	old_testament.n.01
236	number.n.02
237	machine.n.01
238	hand_tool.n.01
239	disease.n.01
240	conifer.n.01
241	candy.n.01
242	bacteria_genus.n.01
243	antibiotic.n.01
244	war.n.01
245	support.n.10
246	region.n.01
247	pain.n.01
248	motion.n.03
249	law.n.04
250	king_of_england.n.01
251	group_action.n.01
252	feeling.n.01
253	disorder.n.01
254	communicator.n.01
255	coin.n.01
256	chemical_process.n.01
257	bovidae.n.01
258	astronomer.n.01
259	asian_country.n.01
260	amphibian_genus.n.01
261	shop.n.01
262	pigment.n.01
263	musical_composition.n.01
264	european_country.n.01
265	employee.n.01
266	dancer.n.01
267	bird.n.01
268	atlantic.n.01
269	act.n.02
270	dance.v.02
271	tract.n.01
272	play.v.01
273	liliaceous_plant.n.01
274	historian.n.01
275	gathering.n.01
276	gas.n.02
277	dilleniid_dicot_family.n.01
278	decoration.n.01
279	computer_memory_unit.n.01
280	coat.v.01
281	cavity.n.04
282	cake.n.03
283	athlete.n.01
284	unpleasant_person.n.01
285	program.n.07
286	philosophical_doctrine.n.01
287	organization.n.01
288	musician.n.01
289	horse.n.01
290	explorer.n.01
291	disciple.n.01
292	communicative.a.02
293	communicate.v.02
294	aster.n.01
295	advocate.n.01
296	ablation.n.01
297	vessel.n.03
298	skeletal_muscle.n.01
299	ratio.n.01
300	oscine.n.01
301	object.n.01
302	neural_structure.n.01
303	mollusk_family.n.01
304	measurement.n.01
305	kill.v.01
306	convert.v.02
307	bag.n.01
308	unhealthy.a.01
309	spain.n.01
310	scholar.n.01
311	rodent.n.01
312	protective_covering.n.01
313	political_orientation.n.01
314	oscines.n.01
315	greece.n.01
316	florida.n.01
317	fern_family.n.01
318	electrical_device.n.01
319	economist.n.01
320	desert.n.01
321	covering.n.02
322	company.n.01
323	aves.n.01
324	unit_of_measurement.n.01
325	rosid_dicot_family.n.01
326	rate.n.01
327	plant_disease.n.01
328	plant.n.02
329	party.n.01
330	new_york.n.02
331	inform.v.01
332	growth.n.01
333	family.n.06
334	clothing.n.01
335	brazil.n.01
336	theological_doctrine.n.01
337	rhetorical_device.n.01
338	plant_part.n.01
339	pacific.n.01
340	nuclear_physicist.n.01
341	monocot_family.n.01
342	legal_document.n.01
343	ill.a.01
344	hit.v.03
345	get.v.01
346	follower.n.01
347	craftsman.n.03
348	change.n.03
349	bread.n.01
350	bay.n.01
351	animalia.n.01
352	alloy.n.01
353	simple.a.06
354	workplace.n.01
355	traveler.n.01
356	rough.a.01
357	process.v.01
358	plaything.n.01
359	physical_phenomenon.n.01
360	phylum.n.02
361	peninsula.n.01
362	old_master.n.01
363	message.n.02
364	eubacteria.n.01
365	drug.n.01
366	attendant.n.01
367	arrange.v.01
368	area.n.01
369	angle.n.01
370	action.n.01
371	act.v.02
372	university.n.02
373	tool.n.01
374	sculptor.n.01
375	oil.n.01
376	music.n.01
377	motor_vehicle.n.01
378	house.n.01
379	fastener.n.02
380	dynasty.n.01
381	contract.n.01
382	card_game.n.01
383	araceae.n.01
384	wind.n.01
385	virginia.n.01
386	syndrome.n.02
387	substance.n.07
388	status.n.01
389	soil.n.02
390	salix.n.01
391	religious_person.n.01
392	organization_of_american_states.n.01
393	membrane.n.02
394	leaf.n.01
395	fungus_order.n.01
396	eye.n.01
397	diplomat.n.01
398	belief.n.01
399	australia.n.01
400	aquatic_plant.n.01
401	tasty.a.01
402	rounded.a.01
403	window.n.01
404	turn.v.01
405	trade.n.02
406	table.n.02
407	system.n.01
408	speaker.n.01
409	saltwater_fish.n.01
410	sacred_text.n.01
411	reproductive_structure.n.01
412	protein.n.01
413	practice.n.01
414	position.n.07
415	pine.n.01
416	new_testament.n.01
417	maker.n.01
418	inhabitant.n.01
419	indefinite_quantity.n.01
420	implement.n.01
421	hairy.a.01
422	fire.n.02
423	duct.n.01
424	disposition.n.01
425	dicotyledones.n.01
426	deity.n.01
427	criminal.n.01
428	cell.n.02
429	bomb.n.01
430	birth_defect.n.01
431	ball.n.01
432	artist.n.01
433	attach.v.01
434	taxonomic_group.n.01
435	soup.n.01
436	skin_disease.n.01
437	school.n.01
438	roman_deity.n.01
439	point.n.02
440	placental.n.01
441	photograph.n.01
442	part.n.02
443	palmae.n.01
444	line.n.11
445	laborer.n.01
446	indian.n.01
447	get_rid_of.v.01
448	geological_formation.n.01
449	fruit.n.01
450	french_region.n.01
451	expressive_style.n.01
452	engineer.n.01
453	educator.n.01
454	craniometric_point.n.01
455	cooked.a.01
456	compass_point.n.01
457	colubridae.n.01
458	cheese.n.01
459	change.n.01
460	cap.n.01
461	cactaceae.n.01
462	body_armor.n.01
463	bodily_process.n.01
464	blood_disease.n.01
465	argentina.n.01
466	area.n.05
467	appearance.n.01
468	algonquian.n.01
469	alaska.n.01
470	adult.n.01
471	writing.n.02
472	volcano.n.02
473	umbelliferae.n.01
474	time_of_life.n.01
475	stalk.n.02
476	specialist.n.02
477	small_indefinite_quantity.n.01
478	skin.n.01
479	road.n.01
480	produce.v.02
481	payment.n.01
482	organic_phenomenon.n.01
483	oak.n.02
484	mechanism.n.05
485	insecta.n.01
486	herb.n.02
487	group.n.02
488	group.n.01
489	genus.n.02
490	court.n.01
491	compound.a.01
492	clergyman.n.01
493	change_integrity.v.01
494	canada.n.01
495	body_of_water.n.01
496	body.n.02
497	apparatus.n.01
498	adorned.a.01
499	work.n.01
500	weed.n.01
501	shape.v.03
502	scientific_theory.n.01
503	root.n.01
504	roman_alphabet.n.01
505	religion.n.01
506	mythical_monster.n.01
507	location.n.01
508	intense.a.01
509	industry.n.01
510	hole.n.02
511	gum.n.03
512	ericaceae.n.01
513	electronic_equipment.n.01
514	duck.n.01
515	divided.a.01
516	dance_music.n.02
517	class.n.03
518	city_district.n.01
519	christian_holy_day.n.01
520	cactus.n.01
521	box.n.01
522	book.n.01
523	boat.n.01
524	assistant.n.01
525	artistic_movement.n.01
526	artificial_language.n.01
527	arch.n.04
528	andes.n.01
529	better.v.02
530	wine.n.01
531	wheel.n.01
532	vegetable.n.01
533	turkey.n.02
534	tube.n.01
535	trouser.n.01
536	star.n.01
537	solanaceae.n.01
538	signal.n.01
539	set.n.01
540	scotland.n.01
541	sailing_vessel.n.01
542	rosaceae.n.01
543	relation.n.01
544	platform.n.01
545	norse_deity.n.01
546	name.n.01
547	musical_notation.n.01
548	member.n.01
549	malvaceae.n.01
550	liliid_monocot_family.n.01
551	leather.n.01
552	information.n.01
553	happen.v.01
554	girl.n.01
555	genetic_disease.n.01
556	dye.n.01
557	cut.n.06
558	cricetidae.n.01
559	cord.n.01
560	common_fraction.n.01
561	colubrid_snake.n.01
562	animal_tissue.n.01
563	animal_oil.n.01
564	adjust.v.01
565	bad.a.01
566	willow.n.01
567	wife.n.01
568	washington.n.02
569	vascular_plant.n.01
570	speech_act.n.01
571	soft-finned_fish.n.01
572	social_group.n.01
573	sick_person.n.01
574	scientist.n.01
575	reflex.n.01
576	ranunculaceae.n.01
577	physical_property.n.01
578	performer.n.01
579	organ.n.01
580	new_mexico.n.01
581	infectious_disease.n.01
582	industrialist.n.01
583	imaginary_place.n.01
584	hat.n.01
585	finch.n.01
586	equip.v.01
587	dirty.a.01
588	decrease.n.04
589	decade.n.01
590	curve.n.01
591	county.n.01
592	computer.n.01
593	clothed.a.01
594	circuit.n.01
595	blight.n.02
596	bantu.n.02
597	arizona.n.01
598	american_revolutionary_leader.n.01
599	airplane.n.01
600	agent.n.03
601	afraid.a.01
602	fill.v.01
603	decrease.v.01
604	workman.n.01
605	work.v.01
606	water.n.01
607	wall.n.01
608	vertebrata.n.01
609	terrier.n.01
610	supporter.n.01
611	sized.a.01
612	sect.n.01
613	ruler.n.01
614	rock.n.02
615	request.v.01
616	representation.n.02
617	receptacle.n.01
618	psychologist.n.01
619	prophet.n.02
620	process.n.06
621	physiologist.n.01
622	new_york.n.01
623	mustelidae.n.01
624	multilateral.a.01
625	movie.n.01
626	meat.n.01
627	long.a.01
628	light.n.01
629	japan.n.02
630	jacket.n.01
631	hebrew_alphabet.n.01
632	gulf.n.01
633	greek_alphabet.n.01
634	government.n.01
635	furniture.n.01
636	egypt.n.01
637	dollar.n.01
638	covering.n.01
639	covered.a.01
640	cookie.n.01
641	consequence.n.01
642	change_of_state.n.01
643	celtic_deity.n.01
644	businessman.n.01
645	biologist.n.01
646	beverage.n.01
647	bacteria_family.n.01
648	amino_acid.n.01
649	add.v.01
650	use.v.01
651	treat.v.03
652	sell.v.01
653	pronounce.v.01
654	choose.v.01
655	worn.a.01
656	utterance.n.01
657	thermometer.n.01
658	small.a.01
659	situation.n.01
660	simple_leaf.n.01
661	shape.v.02
662	sewing_stitch.n.01
663	rope.n.01
664	protoctist_family.n.01
665	position.n.01
666	path.n.03
667	odorous.a.01
668	note.n.03
669	military_unit.n.01
670	marsh_plant.n.01
671	mallow.n.01
672	leave.v.01
673	knife.n.01
674	king_of_france.n.01
675	iraq.n.01
676	infection.n.01
677	important_person.n.01
678	hormone.n.01
679	gun.n.01
680	give.v.03
681	gene.n.01
682	fringillidae.n.01
683	fee.n.01
684	evaluate.v.02
685	equipment.n.01
686	crucifer.n.01
687	contend.v.06
688	comedian.n.01
689	chile.n.01
690	caryophyllaceae.n.01
691	carriage.n.02
692	board.n.03
693	blow.n.01
694	bed.n.01
695	ballplayer.n.01
696	arthropod.n.01
697	appear.v.02
698	superior.a.01
699	pay.v.01
700	wrongdoer.n.01
701	wheeled_vehicle.n.01
702	warship.n.01
703	vessel.n.02
704	topographic_point.n.01
705	tooth.n.01
706	therapy.n.01
707	team.n.01
708	teacher.n.01
709	street.n.01
710	spiny-finned_fish.n.01
711	song.n.01
712	solution.n.01
713	social_control.n.01
714	section.n.01
715	seat.n.04
716	region.n.03
717	record.v.01
718	psychological_state.n.01
719	property.n.01
720	port_of_entry.n.01
721	poem.n.01
722	playing_card.n.01
723	player.n.01
724	piece_of_cloth.n.01
725	north_carolina.n.01
726	natural_language.n.01
727	movement.n.03
728	massachusetts.n.01
729	liquid_body_substance.n.01
730	letter.n.01
731	leg.n.01
732	journalist.n.01
733	join.v.02
734	iran.n.01
735	intellectual.n.01
736	injury.n.01
737	independent_agency.n.01
738	increase.v.02
739	important.a.01
740	imaginary_being.n.01
741	hot.a.01
742	hokan.n.02
743	franc.n.01
744	foodstuff.n.02
745	fish.n.01
746	facility.n.01
747	epistle.n.02
748	dwelling.n.01
749	dog.n.01
750	document.n.01
751	distance.n.01
752	content.n.05
753	chemical.n.01
754	character.n.08
755	body.n.01
756	association.n.01
757	armor_plate.n.01
758	area.n.03
759	young.a.01
760	increase.v.01
761	eat.v.01
762	difficult.a.01
763	descend.v.01
764	calculate.v.01
765	wrongdoing.n.02
766	woody_plant.n.01
767	unit.n.03
768	title.n.06
769	thrush.n.03
770	termination.n.05
771	symbol.n.01
772	student.n.01
773	strong.a.01
774	strike.v.01
775	stew.n.02
776	simple_phobia.n.01
777	sexual_activity.n.01
778	see.v.05
779	science.n.01
780	salamander.n.01
781	reformer.n.01
782	provide.v.02
783	protestant_denomination.n.01
784	prophets.n.01
785	phase.n.01
786	pasta.n.02
787	opening.n.10
788	north_atlantic_treaty_organization.n.01
789	nonsteroidal_anti-inflammatory.n.01
790	netherlands.n.01
791	muslim.n.01
792	milk.n.01
793	merchant.n.01
794	measure.n.02
795	meal.n.01
796	leguminosae.n.01
797	legume.n.01
798	leafy.a.01
799	knot.n.02
800	ill-natured.a.01
801	hound.n.01
802	fuel.n.01
803	food.n.02
804	fast.a.01
805	executive_department.n.01
806	examination.n.01
807	eutheria.n.01
808	euphorbia.n.01
809	diptera.n.01
810	deer.n.01
811	deceiver.n.01
812	cry.n.05
813	course.n.01
814	control.n.05
815	complete.a.01
816	compartment.n.02
817	committee.n.01
818	coleoptera.n.01
819	christian.n.01
820	boxer.n.01
821	boot.n.01
822	biochemist.n.01
823	bar.n.03
824	assets.n.01
825	antelope.n.01
826	amphibian_family.n.01
827	algonquian.n.02
828	adornment.n.01
829	touch.v.01
830	throw.v.01
831	insane.a.01
832	end.v.02
833	affect.v.05
834	worship.n.01
835	world_war_ii.n.01
836	wet.a.01
837	weapon.n.01
838	unfortunate.n.01
839	transparent_gem.n.01
840	tower.n.01
841	timing.n.01
842	time_interval.n.01
843	tennis_player.n.01
844	system.n.06
845	strait.n.01
846	spurge.n.01
847	sports_equipment.n.01
848	sport.n.01
849	south_africa.n.01
850	sing.v.02
851	sexy.a.01
852	russian.n.01
853	right.n.01
854	pump.n.01
855	protestantism.n.01
856	power.n.01
857	post.n.04
858	poisonous_plant.n.01
859	plant_organ.n.01
860	perceive.v.01
861	parietales.n.01
862	painting.n.01
863	navigator.n.03
864	natural_object.n.01
865	motion.n.06
866	michigan.n.01
867	medical_instrument.n.01
868	medical_care.n.01
869	match.v.01
870	look.v.01
871	london.n.01
872	lie.v.01
873	lepidoptera.n.01
874	lawyer.n.01
875	italian_region.n.01
876	interact.v.01
877	improvement.n.02
878	idea.n.01
879	hydrocarbon.n.01
880	hunt.v.01
881	humanistic_discipline.n.01
882	historic_period.n.01
883	harmful.a.01
884	full.a.01
885	english_person.n.01
886	electronic_device.n.01
887	electromagnetic_spectrum.n.01
888	electric_motor.n.01
889	edible_nut.n.01
890	discipline.n.01
891	design.n.04
892	dead.a.01
893	dancing.n.01
894	cupressaceae.n.01
895	commercial_enterprise.n.02
896	color.v.01
897	coat.n.01
898	choreographer.n.01
899	centime.n.01
900	caterpillar.n.01
901	care.n.01
902	building_material.n.01
903	bottle.n.01
904	bolete.n.01
905	be.v.03
906	army_unit.n.01
907	arab_league.n.01
908	apocynaceae.n.01
909	alcohol.n.01
910	alabama.n.01
911	agent.n.02
912	administrative_district.n.01
913	accipitridae.n.01
914	write.v.01
915	worthy.a.01
916	rough.a.08
917	raise.v.02
918	old.a.01
919	have.v.02
920	feel.v.01
921	feed.v.02
922	bright.a.01
923	beat.v.01
924	wyoming.n.01
925	written_record.n.01
926	writ.n.01
927	worm_genus.n.01
928	work.v.02
929	visual_impairment.n.01
930	time_unit.n.01
931	thin.a.02
932	theater.n.01
933	tai.n.02
934	surpass.v.02
935	south_america.n.01
936	skirt.n.02
937	singing.n.01
938	simpleton.n.01
939	siberia.n.01
940	seed.n.01
941	scolopacidae.n.01
942	sauria.n.01
943	roman_emperor.n.01
944	restraint.n.06
945	recipient.n.01
946	protect.v.01
947	proteaceae.n.01
948	position.n.09
949	perfect.a.01
950	penetrate.v.01
951	pedestrian.n.01
952	part.n.03
953	optical_device.n.01
954	operation.n.04
955	multiple.a.01
956	metric_weight_unit.n.01
957	mark.v.05
958	liqueur.n.01
959	legal_right.n.01
960	layer.n.02
961	land.n.04
962	invertebrate.n.01
963	injure.v.01
964	hair.n.01
965	gastropoda.n.01
966	frog.n.01
967	force.n.02
968	fight.n.02
969	eucalyptus.n.02
970	dress.n.01
971	domestic_cat.n.01
972	dessert.n.01
973	crime.n.01
974	cost.n.01
975	conductor.n.01
976	condiment.n.01
977	comprehensive.a.01
978	communication.n.02
979	cognition.n.01
980	cocktail.n.01
981	club.n.02
982	cloth_covering.n.01
983	civil_right.n.01
984	child's_game.n.01
985	centavo.n.01
986	case.n.05
987	bridge.n.01
988	berry.n.01
989	beginning.n.05
990	beetle.n.01
991	band.n.07
992	attribute.n.02
993	attempt.n.01
994	anthropologist.n.01
995	anatidae.n.01
996	amerind.n.01
997	accomplishment.n.01
998	weaken.v.01
999	push.v.01
1000	perform.v.01
1001	past.a.01
1002	old.a.02
1003	new.a.01
1004	healthy.a.01
1005	grow.v.02
1006	gather.v.01
1007	extraordinary.a.01
1008	cook.v.03
1009	wrench.n.03
1010	wading_bird.n.01
1011	volume_unit.n.01
1012	vertebrate.n.01
1013	vegetable_oil.n.01
1014	unpleasant.a.01
1015	united.a.01
1016	undo.v.01
1017	tumor.n.01
1018	treatment.n.01
1019	torso.n.01
1020	thin.a.01
1021	text.n.01
1022	tent.n.01
1023	temperature.n.01
1024	tax.n.01
1025	system.n.02
1026	surface.n.01
1027	specialist.n.01
1028	south.n.01
1029	software.n.01
1030	situation.n.03
1031	secretaryship.n.01
1032	score.n.03
1033	saying.n.01
1034	saudi_arabia.n.01
1035	rubiaceae.n.01
1036	publication.n.01
1037	protective_garment.n.01
1038	protection.n.01
1039	projection.n.04
1040	plate.n.02
1041	plastic.n.01
1042	pianist.n.01
1043	physics.n.01
1044	periodic.a.01
1045	pennsylvania.n.01
1046	pastry.n.02
1047	part.n.09
1048	papaveraceae.n.01
1049	pakistan.n.01
1050	orifice.n.01
1051	natural_resin.n.01
1052	murder.n.01
1053	linguist.n.01
1054	instrument.n.01
1055	inferior.a.02
1056	increase.n.05
1057	illegal.a.01
1058	hill.n.01
1059	hawk.n.01
1060	hairdo.n.01
1061	gymnosperm_family.n.01
1062	georgia.n.01
1063	free.a.01
1064	financier.n.01
1065	filicopsida.n.01
1066	fiber.n.01
1067	emperor.n.01
1068	emotional.a.02
1069	egyptian_deity.n.01
1070	dryopteridaceae.n.01
1071	drink.n.01
1072	division.n.08
1073	distributed.a.01
1074	direction.n.02
1075	declare.v.01
1076	damage.v.01
1077	connective_tissue.n.01
1078	commerce.n.01
1079	cold.a.01
1080	child.n.01
1081	charge.n.03
1082	characteristic.n.02
1083	camera.n.01
1084	biology.n.01
1085	belgium.n.01
1086	beautiful.a.01
1087	bark.n.01
1088	ballroom_dancing.n.01
1089	australia.n.02
1090	arum.n.02
1091	animal_virus.n.01
1092	animal_group.n.01
1093	agent.n.01
1094	rub.v.01
1095	equal.a.01
1096	crooked.a.01
1097	wax.n.01
1098	waterfall.n.01
1099	unreal.a.01
1100	united_nations_agency.n.01
1101	unclothed.a.01
1102	ulmus.n.01
1103	tube.n.02
1104	treat.v.01
1105	travel.n.01
1106	transport.v.02
1107	transport.v.01
1108	torture.n.05
1109	thief.n.01
1110	system.n.04
1111	switzerland.n.01
1112	suspension_bridge.n.01
1113	substance.n.01
1114	stringed_instrument.n.01
1115	spread.n.05
1116	site.n.01
1117	series.n.01
1118	selling.n.01
1119	season.n.01
1120	scrophulariaceae.n.01
1121	saxifragaceae.n.01
1122	sandwich.n.01
1123	saddle_horse.n.01
1124	sac.n.04
1125	round.a.01
1126	rock.n.01
1127	revolutionist.n.01
1128	removal.n.01
1129	relative.n.01
1130	react.v.01
1131	race.n.02
1132	punctuation.n.02
1133	prunus.n.01
1134	protestant.n.01
1135	position.n.04
1136	poppy.n.01
1137	poland.n.01
1138	plane.n.05
1139	perform.v.03
1140	penstemon.n.01
1141	oxide.n.01
1142	opposition.n.02
1143	naval_battle.n.01
1144	missouri.n.01
1145	mississippi.n.02
1146	meter.n.02
1147	mediterranean.n.01
1148	maple.n.02
1149	magnoliid_dicot_family.n.01
1150	lord.n.03
1151	light.n.02
1152	lens.n.01
1153	lawman.n.01
1154	larva.n.01
1155	large_indefinite_quantity.n.01
1156	lamp.n.01
1157	journey.n.01
1158	jew.n.01
1159	infestation.n.01
1160	iguanidae.n.01
1161	homo.n.02
1162	greek.n.02
1163	goldenrod.n.01
1164	game_equipment.n.01
1165	face.n.01
1166	express.v.02
1167	endocrine_gland.n.01
1168	enclosure.n.01
1169	enclose.v.03
1170	emblem.n.02
1171	elm.n.01
1172	electrical_phenomenon.n.01
1173	elasmobranchii.n.01
1174	elapidae.n.01
1175	edge_tool.n.01
1176	eat.v.02
1177	diversion.n.01
1178	degree.n.01
1179	create_from_raw_material.v.01
1180	cranium.n.01
1181	control.v.01
1182	contest.n.01
1183	community.n.01
1184	coating.n.01
1185	close.a.01
1186	church.n.02
1187	chemical_reaction.n.01
1188	chamber.n.01
1189	chair.n.01
1190	bond.n.02
1191	block.n.01
1192	beam.n.02
1193	attractive.a.01
1194	attitude.n.01
1195	asterid_dicot_family.n.01
1196	ash.n.02
1197	area_unit.n.01
1198	application.n.03
1199	alliaceous_plant.n.01
1200	alkaloid.n.01
1201	agreement.n.01
1202	agaricales.n.01
1203	abundant.a.01
1204	troubled.a.01
1205	teach.v.01
1206	ride.v.02
1207	pass.v.01
1208	make_noise.v.01
1209	impressive.a.01
1210	discolor.v.03
1211	different.a.01
1212	develop.v.10
1213	destroy.v.02
1214	consume.v.02
1215	changeable.a.02
1216	young_mammal.n.01
1217	work.n.02
1218	white_wine.n.01
1219	weight_unit.n.02
1220	unsuccessful.a.01
1221	unsteady.a.01
1222	trader.n.01
1223	touch.n.05
1224	think.v.03
1225	strength.n.01
1226	sporozoan.n.01
1227	spore.n.01
1228	spirited.a.01
1229	south_dakota.n.01
1230	somatic_cell.n.01
1231	solar_system.n.01
1232	sioux.n.01
1233	shorebird.n.01
1234	sharp.a.09
1235	shape.n.02
1236	sew.v.01
1237	sail.n.01
1238	run.v.06
1239	rug.n.01
1240	restaurant.n.01
1241	representation.n.01
1242	religious_leader.n.01
1243	procedure.n.01
1244	polypodiaceae.n.01
1245	political_system.n.01
1246	polemoniales.n.01
1247	point.n.15
1248	point.n.06
1249	podocarpaceae.n.01
1250	pitch.n.02
1251	pipe.n.02
1252	phasianidae.n.01
1253	persuade.v.02
1254	period.n.04
1255	percussion_instrument.n.01
1256	party.n.02
1257	paris.n.01
1258	owl.n.01
1259	nose.n.01
1260	nonsense.n.01
1261	nerve_plexus.n.01
1262	nail.n.02
1263	molding.n.02
1264	mobile.a.02
1265	mixture.n.01
1266	merchandise.n.01
1267	magnitude.n.01
1268	loving.a.01
1269	lover.n.01
1270	line.n.18
1271	line.n.02
1272	light.a.06
1273	lever.n.01
1274	legal_holiday.n.01
1275	lathyrus.n.01
1276	language.n.01
1277	kind.n.01
1278	italian.n.01
1279	israel.n.01
1280	internal-combustion_engine.n.01
1281	independent.a.01
1282	inclination.n.01
1283	illinois.n.01
1284	iguanid.n.01
1285	hour.n.02
1286	helpful.a.01
1287	hamamelid_dicot_genus.n.01
1288	graph.n.01
1289	glass.n.01
1290	gift.n.01
1291	geraniales.n.01
1292	garden.n.01
1293	furnace.n.01
1294	fur.n.01
1295	friend.n.01
1296	food.n.01
1297	fancy.a.01
1298	exercise.n.01
1299	eating.n.01
1300	dress.v.02
1301	division_eubacteria.n.01
1302	digit.n.01
1303	diet.n.01
1304	destroyed.a.01
1305	deoxyribonucleic_acid.n.01
1306	dark.a.01
1307	cut_of_beef.n.01
1308	component.n.03
1309	colorado.n.01
1310	cognitive_state.n.01
1311	clock.n.01
1312	cloak.n.02
1313	clean.v.01
1314	chief_justice.n.01
1315	causal_agent.n.01
1316	cattle.n.01
1317	carcinoma.n.01
1318	caesalpinioideae.n.01
1319	british_capacity_unit.n.01
1320	brassica.n.01
1321	boundary.n.01
1322	board_game.n.01
1323	bivalvia.n.01
1324	bishop.n.01
1325	avoirdupois_unit.n.01
1326	atmospheric_phenomenon.n.01
1327	algeria.n.01
1328	administrative_unit.n.01
1329	jump.v.01
1330	essential.a.02
1331	complex.a.01
1332	zodiac.n.01
1333	working_dog.n.01
1334	vinifera.n.01
1335	utah.n.01
1336	unrefined.a.02
1337	unfit.a.02
1338	truck.n.01
1339	transfer.v.02
1340	toiletry.n.01
